name,bigtype,material,description,url
건새우조림,"한식, 반찬",새우,"1. 건새우는 차가운 물에 담궈서 불필요한 소금과 먼지를 씻어내고 물기를 털어낸다.
2. 대파는 얇게 채 썰고, 마늘은 다진다. 고추 (선택사항)도 다진다.
3. 팬에 식용유를 두르고 중약불에서 예열합니다.
4. 대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
5. 건새우를 팬에 넣고 중약불에서 볶아주세요.
6. 간장과 설탕을 넣고 잘 섞어줍니다.
7. 뚜껑을 덮고 중약불에서 건새우가 양념을 잘 흡수할 때까지 조립니다.
8. 참기름을 넣고 섞어주고, 고추 (선택사항)를 넣어 더 맛을 내 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/건새우조림/main.jpeg
우엉채볶음,"한식, 반찬",우엉,"1. 우엉은 깨끗이 씻고 껍질을 벗겨서 얇게 슬라이스하거나 얇게 채 썰어줍니다.
2. 대파는 얇게 채 썰고, 마늘과 고추 (선택사항)는 다진다.
3. 팬에 식용유를 두르고 중약불에서 예열합니다.
4. 대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
5. 우엉을 팬에 넣고 중약불에서 볶아주세요.
6. 간장과 설탕을 넣고 잘 섞어줍니다.
7. 뚜껑을 덮고 중약불에서 우엉이 양념을 잘 흡수할 때까지 졸여 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/우엉채볶음/main.jpeg
멸치볶음,"한식, 반찬",멸치,"1. 멸치는 체에 넣고 흔들어 먼지를 제거한 후, 냄비에 넣고 중약불에서 볶는다.
2. 별도의 그릇에서 간장, 설탕, 고춧가루, 다진 마늘 등으로 양념장을 만든다.
3. 멸치가 살짝 바싹하게 볶아지면 양념장을 넣고 잘 섞어준다.
4. 약불에서 계속해서 볶아 양념이 잘 배게 한다.
5. 완성.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/멸치볶음/main.jpeg
애호박볶음,"한식, 반찬",애호박,"애호박은 껍질을 벗기고 적당한 크기로 자릅니다.
대파는 얇게 채 썰고, 마늘은 다집니다. 
팬에 식용유를 두르고 중약불에서 예열합니다.
대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
애호박도 팬에 넣고 중약불에서 애호박이 약간 노릇해질 때까지 볶아 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/애호박볶음/main.jpeg
볶음김치,"한식, 반찬",김치,"1. 배추김치는 물기를 짜고 손으로 적당한 크기로 찢어줍니다.
2. 대파는 얇게 채 썰고, 마늘은 다진다.
3. 팬에 식용유를 두르고 중약불에서 예열합니다.
4. 대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
5. 찢어진 배추김치를 팬에 넣고 김치가 약간 노릇해질 때까지 볶아 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/볶음김치/main.jpeg
어묵볶음,"한식, 반찬",어묵,"1. 어묵은 물에 담가서 노릇해지도록 풀어준 후, 물기를 털어낸다.
2. 팬에 식용유를 두르고 중약불에서 예열합니다.
3. 대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
4. 어묵을 팬에 넣고 중약불에서 약간 노릇해질 때까지 볶습니다.
5. 간장과 설탕을 넣고 잘 섞어줍니다.
6. 뚜껑을 덮고 중약불에서 어묵이 양념을 잘 흡수할 때까지 조립니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/어묵볶음/main.jpeg
햄볶음,"한식, 반찬",햄,"1. 햄을 슬라이스나 다이스로 자릅니다.
2. 대파는 얇게 채 썰고, 마늘과 고추 (선택사항)는 다집니다.
3. 팬에 식용유를 두르고 중약불에서 예열합니다.
4. 대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
5. 햄을 팬에 넣고 중약불에서 약간 노릇해질 때까지 볶습니다.
6. 간장과 설탕을 넣고 잘 섞어줍니다.
7. 뚜껑을 덮고 중약불에서 햄이 양념을 잘 흡수할 때까지 졸여 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/햄볶음/main.jpeg
마늘쫑볶음,"한식, 반찬",마늘,"1. 마늘쫑은 씻어서 물기를 털어낸 후, 적당한 크기로 자릅니다.
2. 대파는 얇게 채 썰고, 마늘은 다진다. 고추도 다진다.
3. 팬에 식용유를 두르고 중약불에서 예열합니다.
4. 대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
5. 마늘쫑을 팬에 넣고 중약불에서 마늘쫑이 약간 노릇해질 때까지 볶아주세요.
6. 간장과 설탕을 넣고 잘 섞어줍니다.
7. 뚜껑을 덮고 중약불에서 마늘쫑이 양념을 잘 흡수할 때까지 졸여 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/마늘쫑볶음/main.jpeg
미역줄기볶음,"한식, 반찬",미역,"1. 미역줄기는 물에 담가서 불필요한 소금과 먼지를 씻어내고 물기를 털어냅다.
2. 대파는 얇게 채 썰고, 마늘을 다집니다.
3. 팬에 식용유를 두르고 중약불에서 예열합니다.
4. 대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
5. 미역줄기를 팬에 넣고 중약불에서미역줄기가 약간 노릇해질 때까지 볶습니다.
6. 간장과 설탕을 넣고 잘 섞어줍니다.
7. 뚜껑을 덮고 중약불에서 미역줄기가 양념을 잘 흡수할 때까지 졸이고, 위에 깨소금을 뿌려 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/미역줄기볶음/main.jpeg
땅콩조림,"한식, 반찬",땅콩,"1. 땅콩을 깨끗하게 씻어서 물기를 털어낸 후, 냄비에 담습니다.
2. 물을 땅콩 위에 부어줍니다.
3. 설탕과 소금을 땅콩과 물에 섞어 넣습니다.
4. 뚜껑을 덮고 중불에서 땅콩이 물과 함께 끓어오르도록 합니다.
5. 한 번 끓어오르면 중약불로 낮추고, 뚜껑을 열어 약 20~25분 동안 졸여 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/땅콩조림/main.jpeg
콩자반,"한식, 반찬",콩,"1. 콩을 하루동안 충분히 불려준다.
2. 불린 콩을 찬물에 넣고 센불에서 끓인 후, 중불로 줄여 30분간 더 끓여준다.
3. 삶은 콩을 체에 밭쳐 물기를 제거하고, 모래시계 모양으로 찹쌀가루를 골고루 뿌려주어 강한 열에서 10~15분간 볶아준다.
4. 볶은 콩에 간장, 설탕, 다진 마늘 등으로 만든 양념장을 넣고 중불에서 약 20분간 볶아준다.
5. 완성.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/콩자반/main.jpeg
무조림,"한식, 반찬",무,"1. 무를 반달모양으로 굵직굵직하게 잘라주세요
2. 양념과 함께 센 불에 10분간 끓이다가 중불에 졸여주듯이 끓여주세요.
3. 굵직굵직한 무가 양념이 쏙 베이면서 익으면 완성입니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/무조림/main.jpeg
꽈리고추볶음,"한식, 반찬",고추,"1 .꽈리고추는 깨끗이 씻어서 물기를 털어내고, 끝 부분을 잘라낸 후 길이로 자릅니다.
2. 대파는 얇게 채 썰고, 마늘은 다진다.
3. 팬에 식용유를 두르고 중약불에서 예열합니다.
4. 대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
5. 꽈리고추를 팬에 넣고 중약불에서 꽈리고추가 약간 노릇해질 때까지 볶아주세요.
6. 간장과 설탕을 넣고 잘 섞어줍니다.
7. 뚜껑을 덮고 중약불에서 꽈리고추가 양념을 잘 흡수할 때까지 졸여 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/꽈리고추볶음/main.jpeg
베이컨숙주볶음,"한식, 반찬",베이컨,"1. 베이컨은 적당한 크기로 자르고, 숙주나물은 머리와 꼬리를 잘라서 준비합니다.
2. 대파는 얇게 채 썰고, 마늘은 다집니다.
3. 팬에 식용유를 두르고 중약불에서 예열합니다.
4. 대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
5. 베이컨을 팬에 넣고 중약불에서 베이컨이 약간 노릇해질 때까지 볶습니다.
6. 숙주나물을 넣고 함께 볶아주세요.
7. 간장과 설탕을 넣고 잘 섞어줍니다.
8. 뚜껑을 덮고 중약불에서 숙주나물이 양념을 잘 흡수할 때까지 졸여 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/베이컨숙주볶음/main.jpeg
시금치무침,"한식, 반찬",시금치,"1. 시금치는 깨끗하게 씻어서 물기를 털어내고, 끝 부분을 잘라낸 후 적당한 크기로 자릅니다.
2. 냄비에 물을 끓여 끓는 물에 시금치를 살짝 데쳐줍니다.
3. 데친 시금치를 빨리 찬물에 담가 식힌 후 물기를 짜서 준비합니다.
4. 다진 마늘, 다진 대파, 간장, 참기름, 설탕을 시금치에 넣고 잘 섞어줍니다.
5. 고춧가루 (선택사항)를 넣어 매콤하게 하고 깨소금을 뿌려 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/시금치무침/main.jpeg
콩나물무침,"한식, 반찬",콩나물,"1. 콩나물은 깨끗하게 씻어서 끝 부분을 잘라내고, 끓는 물에 살짝 데칩니다.
2. 데친 콩나물을 빨리 찬물에 담가 식힌 후 물기를 짜서 준비합니다.
3. 다진 마늘, 다진 대파, 간장, 참기름, 설탕을 콩나물에 넣고 잘 섞어줍니다.
4. 고춧가루 (선택사항)를 넣어 매콤하게 하고 깨소금을 뿌려 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/콩나물무침/main.jpeg
고사리무침,"한식, 반찬",고사리,"1. 물에 불린 고사리를 끓는 물에 넣고 삶아낸 후 찬물에 헹궈 잘게 썰어준다.
2. 간장, 고추가루, 설탕, 마늘, 참기름 등으로 양념장을 만든다.
3. 삶은 고사리와 양념장을 함께 넣고 잘 섞어준다.
4. 별도의 팬에서 참깨를 볶아 준비한다.
5. 양념한 고사리 위에 볶은 참깨를 뿌려 완성한다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/고사리무침/main.jpeg
숙주무침,"한식, 반찬",숙주,"1. 숙주나물은 깨끗하게 씻어서 끝 부분을 잘라내고, 끓는 물에 살짝 데칩니다. 
2. 데친 숙주나물을 빨리 찬물에 담가 식힌 후 물기를 짜서 준비합니다.
3. 다진 마늘, 다진 대파, 간장, 참기름, 설탕을 숙주나물에 넣고 잘 섞어 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/숙주무침/main.jpeg
오이소박이,"한식, 반찬",오이,"1. 오이를 깨끗하게 씻고 얇게 슬라이스합니다.
2. 슬라이스한 오이에 소금을 뿌려 섞어서 10-15분 정도 식힙니다.
3. 식힌 오이를 물로 소금을 헹궈내고 물기를 털어낸 후 볼에 옮깁니다.
4. 볼에 다진 마늘, 고추가루, 식초, 설탕, 참기름을 넣고 잘 섞어줍니다.
5. 깨소금 (장식 용도, 선택사항)을 뿌린 후 장식합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/오이소박이/main.jpeg
단무지무침,"한식, 반찬",무,"1. 단무지는 얇게 채 썰어 준비합니다.
2. 볼에 단무지와 다진 마늘, 다진 대파를 넣고 잘 섞어줍니다.
3. 고추장, 설탕, 참기름을 추가하고 잘 섞어줍니다.
4. 깨소금 (장식 용도, 선택사항)을 뿌린 후 장식합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/단무지무침/main.jpeg
골뱅이무침,"한식, 반찬",골뱅이,"1. 골뱅이는 물로 헹궈 물기를 제거한 후 적당한 크기로 자릅니다.
2. 볼에 골뱅이, 다진 마늘, 다진 대파를 넣고 잘 섞어줍니다.
3. 고추장, 설탕을 추가하고 잘 섞어줍니다.
4. 고춧가루 (선택사항)를 넣어 매콤하게 하고 참기름을 추가합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/골뱅이무침/main.jpeg
꼬막무침,"한식, 반찬",꼬막,"1. 끓는 물에 꼬막을 넣고 끓는 물에 소금을 약간 넣고, 데치는 시간은 짧게 2. 1-2분 정도로 해야 합니다.
3. 데친 꼬막을 찬물에 넣어 식힙니다.
4. 식힌 꼬막을 물기를 털어내고 볼에 담습니다.
5. 다진 마늘, 다진 대파를 꼬막에 넣고 섞어줍니다.
6. 고추장, 설탕을 넣고 잘 섞어줍니다.
7. 고춧가루 (선택사항)를 넣어 매콤하게 하고 참기름을 추가합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/꼬막무침/main.jpeg
배추김치,"한식, 반찬",김치,"1. 배추를 씻고 머리 부분을 제거한 후 소금을 뿌리고, 각 잎마다 소금을 조금씩 뿌리면서 배추를 재빨리 완전히 소금에 절입니다. 
2. 절인 배추를 물에 헹궈 소금을 헹구고 물기를 꼼꼼히 짜줍니다.
3. 다른 그릇에 다진 마늘, 다진 생강, 다진 대파, 다진 양파, 다진 대파를 섞어주세요.
4. 고추가루를 넣고 고루 섞어주며, 고추장과 설탕도 넣으면 좋습니다.
5. 멸치액젓 또는 젓갈액젓을 넣고 잘 섞어 양념장을 만듭니다,
6. 절인 배추에 양념장을 배추의 각 잎 사이에도 양념을 바르며 고루 펴줍니다.
7. 꾹 눌러주면서 물이 배추에 스며들도록 합니다.
8. 비닐봉지나 김치통에 담고 상온에서 1-2일 정도 발효를 시킵니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/배추김치/main.jpeg
물김치,"한식, 반찬",김치,"1. 배추를 씻고 머리 부분을 제거한 후 소금을 뿌리고, 각 잎마다 소금을 조금씩 뿌리면서 배추를 재빨리 완전히 소금에 절입니다. 
2. 절인 배추를 물에 헹궈 소금을 헹구고 물기를 꼼꼼히 짜줍니다.
3. 다른 그릇에 다진 마늘, 다진 생강, 다진 대파, 다진 양파, 다진 대파를 섞어주세요.
4. 고추가루를 넣고 고루 섞어주며, 고추장과 설탕도 넣으면 좋습니다.
5. 멸치액젓 또는 젓갈액젓을 넣고 잘 섞어 양념장을 만듭니다,
6. 절인 배추에 양념장을 배추의 각 잎 사이에도 양념을 바르며 고루 펴줍니다.
7. 꾹 눌러주면서 물이 배추에 스며들도록 합니다.
8. 비닐봉지나 김치통에 담고 상온에서 1-2일 정도 발효를 시킵니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/물김치/main.jpeg
열무김치,"한식, 반찬",김치,"1. 열무는 뿌리 부분을 제거하고 씻은 후 길이를 5-7cm 정도로 잘라줍니다.
2. 열무를 대접에 넣고 굵은 소금을 뿌려 골고루 섞어줍니다.
3. 약 2~3시간 후에 열무가 충분히 적셔지면 미지근한 물에 열무를 헹구고 물기를 꼼꼼히 짜서 물기를 제거합니다.
4. 별도의 볼에 다진 파, 다진 마늘, 다진 생강, 고추가루, 설탕, 멸치액젓, 참기름을 넣고 양념장을 만듭니다.
5. 양념장에 물기를 제거한 열무를 넣고 골고루 섞어줍니다.
6. 김치통이나 밀폐용기에 담고 상온에서 1-2일 정도 발효를 시킵니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/열무김치/main.jpeg
깻잎지,"한식, 반찬",김치,"1. 깻잎은 머리와 꼭지 부분을 제거하고, 미지근한 물에 씻어서 물기를 털어냅니다.
2. 다른 볼에 다진 마늘, 다진 생강, 고추가루, 설탕, 소금, 식초, 참기름을 넣고 양념장을 만듭니다.
3. 깻잎을 한 장씩 양념장에 찍어 발라줍니다. 여러 장을 쌓아서 한 묶음으로 만들어도 좋습니다.
4. 깻잎지를 김치통이나 밀폐용기에 담고 깨소금을 뿌린 후 장식합니다.
5. 뚜껑을 닫고 냉장고에서 2-3시간 정도 익혀줍니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/깻잎지/main.jpeg
깍두기,"한식, 반찬",김치,"1. 무는 껍질을 벗기고 씻은 후 무를 얇게 채 썰어줍니다.
2. 다른 볼에 다진 마늘, 다진 생강, 고추가루, 설탕, 멸치액젓를 넣고 양념장을 만듭니다.
3. 대파를 어슷하게 잘라주고 양념장에 넣습니다. (대파깍두기를 만들 때만 사용)
4. 양념장을 무에 골고루 바릅니다.
5. 별도의 김치통이나 밀폐용기에 담고 상온에서 1-2일 동안 발효를 시킵니다.
6. 맛이 적당히 발효되면 냉장고에 보관하며, 시간이 지날수록 더 맛있어집니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/깍두기/main.jpeg
겉절이,"한식, 반찬",김치,"1. 배추는 머리 부분을 제거하고 한 잎씩 분리하여 씻은 후 물기를 털어내줍니다.
2. 배추를 적당한 크기로 손으로 덩어리지게 뜯어서 대접에 넣습니다.
3. 대접에 배추를 넣고 굵은 소금을 뿌려 골고루 섞어줍니다. 
4. 2-3시간 동안 소금에 절인 후 배추를 미지근한 물로 헹궈 소금을 헹구고 물기를 꼼꼼히 짜서 물기를 제거합니다.
5. 별도의 볼에 다진 마늘, 다진 생강, 고추가루, 설탕, 식초, 참기름을 넣고 양념장을 만듭니다.
6. 양념장을 배추에 골고루 바릅니다.
7. 별도의 김치통이나 밀폐용기에 담고 깨소금을 뿌린 후 장식합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/겉절이/main.jpeg
젓갈,"한식, 반찬",김치,"1. 사용할 재료를 깨끗이 씻고 물기를 제거하고, 고등어나 오징어를 사용한다면 내장을 제거하고 잘게 썰어줍니다.
2. 재료를 대접에 넣고 충분한 양의 소금을 재료가 소금에 꼼꼼하게 섞어줍니다. 
3. 대접을 뚜껑으로 덮고 상온에서 발효가 이루어지도록 1-2일 동안 방치합니다.
4. 발효가 진행되면 재료가 부드러워지고 고소한 향이 나면 완성입니다. ",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/젓갈/main.jpeg
고추장오이무침,"한식, 반찬","오이, 고추","1. 오이를 깨끗이 씻고 얇게 슬라이스하거나 얇게 채 썰어줍니다.
2. 별도의 볼에 고추장, 다진 마늘, 다진 생강, 설탕, 식초, 참기름을 넣고 양념장을 만듭니다.
3. 양념장을 오이에 골고루 섞어줍니다.
4. 접시에 담고 깨소금을 뿌려 장식합니다.
5. 바로 먹어도 좋지만, 맛이 더 빨리 배어들도록 냉장고에서 30분 정도 식히면 더 맛있습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/고추장오이무침/main.jpeg
된장고추무침,"한식, 반찬","된장, 고추","1. 고추를 깨끗이 씻고, 고추의 머리 부분을 잘라내고 속을 비워줍니다.
2. 별도의 볼에 된장, 다진 마늘, 설탕, 식초, 참기름을 넣고 양념장을 만듭니다.
3. 양념장을 고추에 골고루 바른 후 잘 섞어줍니다.
4. 접시에 담고 깨소금을 뿌려 장식합니다.
5. 바로 먹어도 좋지만, 맛이 더 빨리 배어들도록 냉장고에서 30분 정도 식히면 더 맛있습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/된장고추무침/main.jpeg
파래무침,"한식, 반찬",파래,"1. 파래를 차가운 물에 씻어서 모래와 먼지를 제거합니다.
2. 씻은 파래를 물에 담고 10분 정도 불려줍니다. 불린 파래는 부드러워집니다.
3. 불린 파래를 물에 씻어 물기를 제거합니다. 파래는 적당한 길이로 자르기도 합니다.
4. 별도의 볼에 다진 마늘, 고추가루 (선택사항), 다진 대파, 소금, 참기름을 넣고 양념장을 만듭니다.
5. 양념장에 파래를 넣고 골고루 섞어줍니다.
6. 접시에 담고 깨소금을 뿌려 장식합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/파래무침/main.jpeg
파절이,"한식, 반찬",파,"1. 대파는 깨끗이 씻은 후 5cm 길이로 잘라 준비한다.
2. 별도의 그릇에서 간장, 식초, 설탕, 다진 마늘 등으로 양념장을 만든다.
3. 팬에 기름을 두르고 대파를 중약불에서 볶는다.
4. 대파가 살짝 익어오면 양념장을 넣고 잘 섞어준다.
5. 약불에서 계속해서 볶아 양념이 잘 배게 한다.
6. 완성.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/파절이/main.jpeg
양배추찜,"한식, 반찬",배추,"1. 양배추를 씻고 끝 부분을 잘라내고, 잎 하나씩 분리합니다.
2. 냄비에 물을 끓여서 양배추 잎을 데칩니다. 양배추가 부드러워질 때까지 1-2분 정도 데쳐줍니다.
3. 데친 양배추를 찬물에 헹군 후 물기를 꼼꼼히 짜줍니다.
4. 별도의 볼에 다진 마늘, 다진 생강, 간장, 설탕, 참기름을 넣고 양념장을 만듭니다.
5. 양념장을 양배추에 골고루 발라 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/양배추찜/main.jpeg
파김치,"한식, 반찬","파, 김치","1. 파를 깨끗이 씻고 끝 부분을 5-7cm 길이로 잘라줍니다.
2. 파를 볼에 넣고 소금을 뿌려 골고루 섞고,. 30분 동안 절여둡니다.
3. 30분 후, 파를 물로 헹군 후 물기를 꼼꼼히 짜줍니다.
4. 별도의 볼에 다진 마늘, 다진 생강, 고추가루, 설탕, 식초, 물을 넣고 양념장을 만듭니다.
5. 양념장을 파에 골고루 바릅니다.
6. 접시에 담고 깨소금을 뿌려 장식합니다.
7. 바로 먹어도 좋지만, 맛이 더 빨리 배어들도록 냉장고에서 1-2시간 정도 식히면 더 맛있습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/파김치/main.jpeg
계란찜,"한식, 반찬",계란,"1. 볼에 계란을 깨고, 물을 넣고 가볍게 풀어줍니다. 계란이 완전히 풀리도록 잘 섞어야 합니다.
2. 소금을 넣고 다시 섞어줍니다.
3. 계란을 레인지에 사용할 수 있는 전자레인지용 그릇에 부어줍니다.
4. 전자레인지의 파워를 중간 또는 50% 정도로 설정하고, 계란을 레인지에 넣어둡니다.
5. 계란이 어느 정도 익을 때까지 1분 정도 조리한 후 중간에 섞어주고, 추가로 1분 정도 또 조리해줍니다. 
6. 계란찜이 익은 후, 다진 대파나 파슬리를 장식으로 뿌려줍니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/계란찜/main.jpeg
계란후라이,"한식, 반찬",계란,"1. 후라이팬에 적당한 양의 식용유나 버터를 두르고 녹여줍니다
2. 팬이 충분히 뜨거워지면 계란을 하나 깨서 팬에 넣습니다.
3. 계란 흰자 주위에 약간의 투명한 부분이 남을 때까지 조리합니다.
4. 만약 계란 노른자를 흰자로부터 덮고 싶다면, 주걱 또는 뒤집개를 사용하여 노른자를 흰자 위에 올려놓습니다.
5. 계란 후라이의 익은 정도를 선호에 따라 조절합니다.
6. 계란 후라이를 팬에서 꺼내어 접시에 담고, 소금으로 간을 해주면 완성입니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/계란후라이/main.jpeg
계란말이,"한식, 반찬",계란,"1. 계란을 볼에 넣고 소금을 넣고, 계란을 풀어줍니다.
2. 중불로 예열된 팬에 식용유 또는 버터를 두르고 녹입니다.
3. 팬이 충분히 뜨거워지면 계란을 부어줍니다.
4. 계란을 중앙에서부터 가장자리로 살짝 접어가면서 조리합니다.
5. 계란이 어느 정도 익으면 다시 중앙으로 접어가면서 계속 조리합니다.
6. 계란이 익으면 팬에서 꺼내어 접시에 담고, 다진 대파나 파슬리를 장식으로 뿌려줍니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/계란말이/main.jpeg
부추계란볶음,"한식, 반찬",계란,"1. 부추는 깨끗이 씻어 물기를 제거하고, 5cm 길이로 잘라 준비한다.
2. 계란은 잘 풀어서 소금으로 간을 한다.
3. 팬에 기름을 두르고 계란물을 부어 스크램블드 에그를 만든다.
4. 계란이 대부분 익었을 때, 잘라둔 부추를 넣고 섞어준다.
5. 부추가 충분히 볶아져서 색이 바래지면 소금과 후춧가루로 간을 맞춘다.
6. 완성.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/부추계란볶음/main.jpeg
스크램블,"한식, 반찬",계란,"1. 계란을 볼에 깨고 소금과 후추를 넣은 뒤, 계란을 잘 풀어줍니다.
2. 중불로 예열된 팬에 식용유 또는 버터를 두르고 녹입니다.
3. 팬이 충분히 뜨거워지면 계란 혼합물을 부어줍니다.
4. 중앙에서부터 팬의 가장자리까지 계란을 젓지 않고 저어가면서 조리합니다.
5. 계란이 어느 정도 익으면 부드럽게 젓거나 저어가면서 조리를 계속합니다. 
6. 계란이 익어서 큰 음빵이 없고 부드러운 크림 같은 질감이 되면 불을 끄고 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/스크램블/main.jpeg
스팸구이,"한식, 반찬",햄,"1. 스팸을 얇게 슬라이스하거나 작은 조각으로 자릅니다.
2. 팬에 식용유를 두르고 중불에서 다진 마늘을 볶습니다.
3. 마늘이 볶아서 향이 나면 다진 양파를 넣고 양파가 투명해질 때까지 볶습니다.
4. 양파가 투명해지면 스팸을 넣고 갈색이 될 때까지 볶아 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/스팸구이/main.jpeg
치킨너겟,"한식, 반찬",닭,"1. 닭 가슴살을 손질하여 한 입 크기의 작은 조각으로 자릅니다.
2. 밀가루, 계란, 그리고 빵가루를 따로 준비한 그릇에 각각 담습니다.
3. 닭 조각에 소금과 후추를 뿌려줍니다.
4. 먼저 밀가루에 닭 조각을 묻힙니다.
5. 그 다음, 계란에 닭 조각을 잠깐 담근 후 빵가루로 묻힙니다.
6. 식용유를 예열한 팬이나 프라이팬에 중불로 닭이 골드 브라운 색깔로 익을 때까지 약 3-4분 정도 튀겨줍니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/치킨너겟/main.jpeg
치킨텐더,"한식, 반찬",닭,"1. 닭 가슴살을 손질하여 한 입 크기의 두꺼운 조각으로 자릅니다.
2. 밀가루, 계란, 그리고 빵가루를 따로 준비한 그릇에 각각 담습니다.
3. 닭 조각에 소금과 후추를 뿌려줍니다.
4. 먼저 밀가루에 닭 조각을 묻힙니다.
5. 그 다음, 계란에 닭 조각을 잠깐 담근 후 빵가루로 묻힙니다.
6. 식용유를 예열한 팬이나 프라이팬에 중불로 닭이 골드 브라운 색깔로 익을 때까지 약 3-4분 정도 튀겨줍니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/치킨텐더/main.jpeg
애호박전,"한식, 반찬",애호박,"1. 애호박을 깨끗하게 씻고 껍질을 벗깁니다. 그런 다음 얇게 슬라이스하거나 조각내어 준비합니다.
2. 대파와 마늘을 다져둡니다.
3. 볼에 밀가루, 다진 대파, 다진 마늘, 소금, 후추를 넣고 물을 조금씩 넣어가며 풀어줍니다.
4. 팬에 식용유를 두르고 중불로 예열합니다.
5. 애호박 조각을 반죽에 골고루 묻혀줍니다.
6. 팬에 애호박을 넣어 노릇노릇하게 양면이 골드 브라운 색깔이 될 때까지 튀깁니다.
7. 키친타올에 기름을 물러주고, 간장과 고춧가루를 섞은 조합 소스나 소금과 후추로 간을 해주면 완성입니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/애호박전/main.jpeg
김치전,"한식, 반찬",김치,"1. 다진 김치를 냄비에 넣고 중불로 예열합니다.
2. 김치배추전의 반죽이 비슷한 두께로 되도록 밀가루와 물을 넣고 김치와 골고루 섞어줍니다.
3. 계란을 하나 깨서 반죽에 넣고 골고루 섞어줍니다.
4. 팬에 식용유를 두르고 중불로 예열합니다.
5. 예열된 팬에 김치전 반죽을 부어줍니다.
6. 한쪽 면이 노릇노릇한 색깔이 될 때까지 조리하고, 뒤집어 반대 면도 노릇하게 익힙니다.
7. 김치전 양면이 잘 익으면, 접시에 담아 대파를 곁들여서 내놓습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/김치전/main.jpeg
